item_id,order_id,product_id,quantity,unit_price,discount_percent
298,O000117,P0475,1,890.41,43.56
299,O000117,P0243,4,978.58,33.38
300,O000118,P0250,1,880.31,49.19
301,O000118,P0208,4,435.8,23.51
302,O000118,P0085,2,342.75,59.8
303,O000119,P0043,1,798.23,0.85
304,O000119,P0460,5,101.39,97.01
305,O000119,P0002,2,476.5,3.27
306,O000119,P0188,3,681.95,91.81
307,O000120,P0085,5,893.95,33.01
308,O000120,P0043,1,988.3,61.44
309,O000120,P0460,2,396.96,99.35
310,O000121,P0316,3,838.48,7.17
311,O000122,P0311,2,853.87,15.74
312,O000122,P0311,5,231.55,28.37
313,O000122,P0341,4,171.18,47.27
314,O000123,P0157,3,300.72,70.57
315,O000123,P0477,4,242.77,98.46
316,O000123,P0108,3,248.27,14.87
317,O000123,P0031,2,591.81,11.77
318,O000124,P0371,4,82.71,77.04
319,O000125,P0247,5,440.98,12.26
320,O000125,P0155,5,938.06,20.98
321,O000125,P0187,4,164.97,19.15
322,O000126,P0437,1,805.59,38.96
323,O000127,P0204,4,785.89,86.26
324,O000127,P0168,4,747.83,70.74
325,O000127,P0385,3,570.9,69.99
326,O000127,P0085,1,954.75,41.58
327,O000128,P0453,3,148.94,51.28
328,O000128,P0465,4,210.23,18.05
329,O000128,P0324,1,367.12,34.3
330,O000128,P0002,5,113.55,77.16
331,O000129,P0349,2,662.08,73.65
332,O000129,P0201,5,890.69,99.36
333,O000130,P0375,4,802.28,45.5
334,O000130,P0276,5,996.82,45.64
335,O000131,P0302,-3,630.77,79.18
336,O000131,P0214,4,929.76,91.41
337,O000131,P0473,5,322.03,59.09
338,O000132,P0334,3,853.64,81.67
339,O000132,P0136,5,14.24,22.92
340,O000132,P0231,2,246.59,0.23
341,O000132,P0411,1,805.25,53.53
342,O000133,P0488,1,735.42,76.68
343,O000133,P0340,3,60.68,98.89
344,O000133,P0283,2,294.68,11.59
345,O000133,P0200,2,565.15,32.86
346,O000134,P0041,1,335.49,24.56
347,O000134,P0067,-4,931.77,73.1
348,O000135,P0213,3,170.24,42.64
349,O000135,P0392,2,932.42,30.95
350,O000136,P0448,1,130.23,93.71
351,O000137,P0407,1,760.86,27.01
352,O000137,P0232,2,344.15,50.05
353,O000138,P0343,5,618.22,78.55
354,O000138,P0181,3,184.63,80.66
355,O000138,P0372,5,28.05,91.39
356,O000138,P0084,1,154.35,16.03
357,O000139,P0388,4,635.25,2.98
358,O000139,P0222,4,112.53,51.24
359,O000140,P0318,2,641.11,77.35
360,O000140,P0382,1,234.48,65.7
361,O000140,P0235,4,393.4,64.25
362,O000140,P0019,2,458.38,0.37
363,O000141,P0479,1,378.81,33.87
364,O000141,P0442,1,468.85,13.41
365,O000141,P0288,1,768.46,59.29
366,O000142,P0283,4,728.64,34.07
367,O000142,P0403,5,836.87,31.71
368,O000142,P0218,3,300.52,85.87
369,O000142,P0341,1,964.44,13.69
370,O000143,P0144,4,346.54,41.2
371,O000143,P0187,1,84.36,30.84
372,O000143,P0014,3,981.44,32.78
373,O000144,P0309,2,603.55,10.01
374,O000145,P0394,1,340.45,88.84
375,O000146,P0410,5,88.05,4.91
376,O000146,P0282,3,757.29,91.3
377,O000147,P0446,5,693.58,29.72
378,O000148,P0386,1,931.48,31.19
379,O000148,P0171,4,276.36,5.21
380,O000148,P0484,1,592.42,10.68
381,O000149,P0185,1,411.93,10.69
382,O000149,P0288,2,896.07,24.76
383,O000149,P0333,3,918.98,70.07
384,O000149,P0009,1,475.61,72.87
385,O000150,P0421,2,865.19,50.97
386,O000150,P0268,-4,876.32,57.67
387,O000151,P0031,4,435.43,61.33
388,O000151,P0271,4,299.78,13.62
389,O000152,P0128,5,620.22,88.96
390,O000152,P0310,4,502.7,97.78
391,O000152,P0383,4,260.41,12.82
392,O000152,P0298,2,128.78,67.1
393,O000153,P0128,1,747.43,73.13
394,O000153,P0112,4,283.78,11.26
395,O000154,P0425,2,699.26,41.34
396,O000155,P0076,2,727.07,78.56
397,O000155,P0211,3,384.94,51.89
398,O000155,P0104,3,859.18,14.59
399,O000156,P0341,3,859.53,66.23
400,O000156,P0141,4,443.08,25.21
401,O000156,P0032,4,783.58,83.37
402,O000156,P0105,4,419.27,88.13
403,O000157,P0219,3,771.36,47.32
404,O000157,P0233,5,354.36,64.43
405,O000158,P0142,2,841.07,96.35
406,O000158,P0113,3,443.75,13.35
407,O000158,P0197,2,226.68,94.85
408,O000158,P0075,5,118.73,72.12
409,O000159,P0338,1,521.32,31.02
410,O000159,P0291,-4,957.58,10.71
411,O000159,P0126,3,760.16,66.84
412,O000160,P0002,4,157.61,1.96
413,O000160,P0175,5,11.45,19.34
414,O000161,P0218,3,258.66,80.46
415,O000162,P0492,4,605.56,56.4
416,O000162,P0320,1,204.31,24.49
417,O000163,P0389,3,248.76,33.34
418,O000164,P0009,4,692.83,10.32
419,O000164,P0444,2,53.44,46.71
420,O000165,P0500,1,553.08,71.84
421,O000166,P0050,2,46.25,1.17
422,O000166,P0144,5,646.59,88.98
423,O000167,P0122,1,615.66,9.35
424,O000167,P0275,3,748.95,93.83
425,O000168,P0142,1,545.66,65.73
426,O000168,P0251,1,818.89,21.64
427,O000169,P0258,3,587.05,92.48
428,O000169,P0357,-3,355.47,35.69
429,O000169,P0085,4,36.63,9.75
430,O000169,P0141,-5,200.62,82.23
431,O000170,P0101,1,829.0,19.76
432,O000170,P0339,3,454.97,61.86
433,O000171,P0371,1,212.12,62.71
434,O000172,P0033,4,835.28,15.91
435,O000172,P0192,-4,44.78,17.51
436,O000172,P0392,4,165.96,7.32
437,O000173,P0359,1,814.47,26.61
438,O000173,P0453,5,680.37,95.0
439,O000173,P0470,5,589.76,33.0
440,O000173,P0305,4,537.52,56.73
441,O000174,P0429,4,796.77,27.92
442,O000174,P0475,3,736.08,77.18
443,O000174,P0152,1,381.77,53.54
444,O000174,P0060,1,798.64,12.68
445,O000175,P0274,2,950.07,11.32
446,O000176,P0298,4,715.32,81.67
447,O000176,P0276,1,877.04,79.89
448,O000176,P0261,2,859.72,54.37
449,O000176,P0283,1,92.73,52.51
450,O000177,P0282,3,144.82,17.83
451,O000178,P0106,4,148.32,79.0
452,O000178,P0320,1,447.92,42.21
453,O000178,P0390,5,328.62,16.46
454,O000178,P0173,3,39.66,76.55
455,O000179,P0371,1,40.04,32.25
456,O000180,P0247,1,953.56,9.83
457,O000181,P0384,1,968.96,2.58
458,O000181,P0161,2,385.25,11.52
459,O000181,P0386,5,299.22,15.93
460,O000182,P0277,5,482.01,49.11
461,O000182,P0423,1,765.6,50.14
462,O000183,P0021,3,512.07,46.73
463,O000184,P0339,5,268.67,24.56
464,O000185,P0371,3,520.73,53.0
465,O000185,P0063,4,243.44,14.93
466,O000185,P0165,3,375.87,4.9
467,O000186,P0193,2,732.3,55.25
468,O000186,P0028,1,412.66,24.04
469,O000186,P0286,5,465.42,35.51
470,O000187,P0488,5,939.21,92.46
471,O000188,P0138,2,803.97,92.81
472,O000188,P0271,4,133.02,55.58
473,O000189,P0133,3,962.53,64.38
474,O000190,P0128,4,520.51,37.81
475,O000190,P0033,2,405.71,24.22
476,O000190,P0205,1,622.88,29.52
477,O000190,P0331,2,672.8,73.06
478,O000191,P0125,3,880.65,75.65
479,O000191,P0372,2,846.59,43.09
480,O000191,P0399,1,259.33,46.2
481,O000191,P0150,1,946.0,63.16
482,O000192,P0192,3,760.08,86.63
483,O000192,P0404,1,236.79,67.58
484,O000193,P0151,5,199.76,86.55
485,O000193,P0241,1,383.5,41.12
486,O000193,P0263,3,579.95,81.47
487,O000194,P0189,2,249.03,69.74
488,O000195,P0498,3,142.91,61.01
489,O000195,P0175,1,47.17,68.68
490,O000196,P0470,3,223.97,96.97
491,O000197,P0132,2,591.25,88.35
492,O000197,P0114,1,808.64,80.59
493,O000197,P0308,1,460.2,46.65
494,O000198,P0500,5,206.63,59.33
495,O000199,P0208,4,647.59,99.94
496,O000199,P0438,1,44.41,7.68
497,O000200,P0255,5,760.81,32.74
498,O000201,P0257,1,859.79,77.89
499,O000201,P0006,5,912.4,20.87
500,O000201,P0016,1,590.23,33.46
501,O000201,P0066,4,839.22,52.39
502,O000202,P0171,2,477.55,70.28
503,O000203,P0306,3,128.5,72.48
504,O000203,P0452,4,624.85,21.37
505,O000203,P0178,3,142.59,5.79
506,O000204,P0064,5,872.13,63.93
507,O000204,P0277,5,299.32,23.13
508,O000204,P0430,5,36.11,13.93
509,O000205,P0371,2,166.1,21.56
510,O000205,P0038,5,247.74,27.5
511,O000205,P0048,3,262.6,3.65
512,O000205,P0275,3,413.18,74.71
513,O000206,P0173,1,245.27,93.56
514,O000206,P0405,4,746.32,51.93
515,O000206,P0066,1,432.25,84.65
516,O000207,P0029,2,525.05,20.32
517,O000208,P0046,4,819.99,76.27
518,O000208,P0234,4,81.95,94.03
519,O000208,P0090,2,769.92,25.4
520,O000208,P0419,3,435.5,55.03
521,O000209,P0321,5,848.96,42.45
522,O000209,P0074,5,624.97,98.39
523,O000209,P0494,3,49.94,24.21
524,O000209,P0271,-5,985.3,78.02
525,O000210,P0442,3,670.44,55.03
526,O000210,P0024,5,219.84,64.51
527,O000210,P0028,5,111.45,37.06
528,O000211,P0260,5,374.56,56.45
529,O000212,P0094,3,935.61,71.47
530,O000213,P0085,3,408.83,59.79
531,O000213,P0321,5,426.53,62.45
532,O000213,P0337,4,303.45,55.27
533,O000213,P0382,5,732.46,67.83
534,O000214,P0152,1,153.73,78.35
535,O000214,P0488,5,573.07,14.69
536,O000214,P0011,5,774.58,88.73
537,O000214,P0500,5,858.27,95.33
538,O000215,P0400,1,809.01,22.3
539,O000215,P0221,2,410.17,55.98
540,O000216,P0012,4,990.12,47.3
541,O000217,P0214,1,972.62,3.05
542,O000217,P0111,4,316.41,94.3
543,O000217,P0113,2,332.52,66.25
544,O000217,P0461,3,950.56,13.85
545,O000218,P0460,3,351.24,40.75
546,O000219,P0290,2,613.91,34.13
547,O000220,P0184,4,549.06,14.66
548,O000220,P0282,3,388.61,37.83
549,O000221,P0111,1,24.78,48.19
550,O000221,P0426,4,688.81,14.57
551,O000221,P0161,2,575.79,98.05
552,O000221,P0099,1,779.45,39.87
553,O000222,P0396,2,317.64,50.9
554,O000222,P0427,1,959.63,47.84
555,O000223,P0437,-1,518.76,60.04
556,O000223,P0029,4,125.62,97.97
557,O000224,P0042,5,671.63,81.43
558,O000224,P0422,3,855.91,4.79
559,O000224,P0029,1,615.95,27.92
560,O000224,P0038,3,859.26,32.14
561,O000225,P0442,4,633.24,19.59
562,O000225,P0329,5,417.02,14.36
563,O000225,P0144,3,277.42,89.57
564,O000225,P0145,4,396.83,5.82
565,O000226,P0391,2,864.39,67.14
566,O000226,P0010,5,559.91,9.21
567,O000226,P0423,4,479.4,38.45
568,O000226,P0290,1,702.29,60.18
569,O000227,P0269,1,677.89,26.28
570,O000227,P0233,2,239.79,93.72
571,O000227,P0477,3,179.54,34.47
572,O000228,P0475,1,88.36,1.06
573,O000228,P0041,2,606.9,0.05
574,O000228,P0217,1,245.59,51.33
575,O000228,P0254,3,550.65,97.64
576,O000229,P0230,1,83.59,66.79
577,O000229,P0304,3,58.69,96.12
578,O000229,P0073,5,865.48,29.4
579,O000229,P0049,1,436.85,28.48
580,O000230,P0350,2,257.62,10.16
581,O000231,P0073,5,905.99,74.09
582,O000231,P0088,4,916.02,7.52
583,O000231,P0450,2,496.66,82.06
584,O000231,P0053,5,631.98,26.11
585,O000232,P0175,2,737.2,49.13
586,O000232,P0389,5,431.76,82.63
587,O000232,P0059,5,849.6,17.72
588,O000232,P0174,3,236.62,75.03
589,O000233,P0302,4,549.15,63.67
590,O000234,P0359,1,70.48,86.09
591,O000234,P0208,4,523.09,80.76
592,O000234,P0002,1,382.36,14.36
593,O000234,P0323,2,355.81,67.39
594,O000235,P0338,4,372.38,77.73
595,O000236,P0208,1,573.74,73.25
596,O000236,P0480,5,182.47,98.17
597,O000236,P0204,2,969.23,75.5
598,O000236,P0274,1,774.85,26.85
599,O000237,P0148,5,785.52,86.81
600,O000237,P0471,2,47.41,33.09
601,O000237,P0355,1,732.34,66.23
602,O000237,P0369,5,602.24,69.14
603,O000238,P0311,2,344.34,73.54
604,O000238,P0034,5,650.8,28.36
605,O000238,P0260,4,463.31,81.03
606,O000239,P0473,4,187.25,89.52
607,O000240,P0101,4,543.88,97.21
608,O000240,P0316,-2,457.49,38.04
609,O000240,P0033,1,722.21,66.37
610,O000240,P0273,4,497.55,54.2
611,O000241,P0433,5,162.38,83.41
612,O000241,P0101,3,498.97,74.98
613,O000241,P0269,5,10.65,64.35
614,O000241,P0357,2,276.63,2.99
615,O000242,P0318,4,338.56,45.66
616,O000242,P0064,1,176.24,89.98
617,O000242,P0176,2,853.96,26.83
618,O000243,P0304,5,400.13,14.04
619,O000243,P0327,5,254.16,95.16
620,O000244,P0114,4,867.63,19.46
621,O000244,P0175,5,410.85,26.07
622,O000244,P0390,3,344.51,98.94
623,O000245,P0176,2,395.19,96.86
624,O000245,P0302,2,229.44,69.46
625,O000245,P0401,3,689.57,10.22
626,O000245,P0364,5,397.31,36.58
627,O000246,P0198,5,950.08,55.87
628,O000246,P0388,1,492.89,68.01
629,O000246,P0100,3,313.55,62.32
630,O000246,P0039,5,927.06,11.32
631,O000247,P0025,5,207.16,83.3
632,O000247,P0138,3,795.52,8.6
633,O000247,P0158,3,97.33,29.36
634,O000247,P0168,1,210.27,21.66
635,O000248,P0110,3,819.36,47.59
636,O000248,P0409,5,431.99,85.16
637,O000249,P0137,1,953.2,14.97
638,O000250,P0406,3,96.27,77.63
639,O000251,P0271,4,948.5,12.2
640,O000251,P0288,5,69.54,73.25
641,O000252,P0185,-4,138.48,84.47
642,O000252,P0393,5,354.83,16.28
643,O000253,P0468,3,811.3,42.82
644,O000253,P0443,1,775.2,50.64
645,O000254,P0153,5,863.97,13.82
646,O000254,P0380,3,894.24,27.96
647,O000254,P0217,3,964.89,79.66
648,O000254,P0431,3,617.51,17.78
649,O000255,P0467,3,127.47,8.3
650,O000255,P0014,4,144.76,85.1
651,O000256,P0158,1,378.78,22.96
652,O000257,P0068,1,646.22,82.58
653,O000257,P0445,1,324.2,20.83
654,O000258,P0268,3,212.05,63.3
655,O000258,P0350,5,109.37,30.33
656,O000258,P0197,5,391.97,62.0
657,O000259,P0436,2,693.46,93.67
658,O000259,P0327,4,790.94,71.94
659,O000259,P0077,3,749.43,12.97
660,O000259,P0361,5,176.03,36.88
661,O000260,P0413,1,815.43,70.76
662,O000260,P0098,1,837.98,12.63
663,O000261,P0320,1,101.68,37.72
664,O000261,P0267,1,252.3,26.24
665,O000262,P0238,2,351.56,53.25
666,O000262,P0362,4,96.22,45.6
667,O000263,P0165,3,267.74,97.33
668,O000263,P0248,5,144.31,15.48
669,O000264,P0047,3,515.82,77.55
670,O000265,P0284,4,248.68,10.22
671,O000265,P0094,1,721.11,96.04
672,O000265,P0235,4,690.61,19.83
673,O000265,P0336,2,586.73,18.61
674,O000266,P0080,3,580.88,56.69
675,O000267,P0490,4,109.8,42.71
676,O000267,P0300,3,84.61,30.32
677,O000268,P0167,2,656.79,70.25
678,O000268,P0439,2,895.58,20.32
679,O000269,P0251,3,727.54,46.3
680,O000269,P0414,4,399.15,24.71
681,O000269,P0134,1,866.78,57.76
682,O000270,P0060,5,188.66,44.68
683,O000270,P0096,5,575.33,44.01
684,O000270,P0127,2,670.05,59.59
685,O000270,P0369,5,121.39,49.03
686,O000271,P0286,2,946.35,51.89
687,O000271,P0416,2,678.47,97.21
688,O000271,P0204,2,731.91,72.61
689,O000272,P0020,5,884.54,26.53
690,O000273,P0352,5,885.98,51.86
691,O000273,P0225,5,355.82,21.06
692,O000273,P0183,3,192.81,63.74
693,O000273,P0409,4,839.48,75.06
694,O000274,P0155,-2,243.92,38.79
695,O000275,P0294,5,327.53,46.02
696,O000276,P0447,2,730.68,89.85
